Product ID,UPC,Brand,Description,Category,Location ID,Regular Price,Promo Price,Stock Level,Size,Sold By,Date Retrieved,Product Category,Quantity,UOM,Price per Unit,Promo Price per Unit
69899781024,69899781024,Udi's,Udi's Gluten Free Frozen Delicious Whole Grain Sandwich Bread,"Natural & Organic, Bakery",09700336,7.49,0.0,Unknown,18 oz,UNIT,2025-02-25,Bread,18.0,oz,0.4161111111111111,0.0
7294561241,7294561241,Sara Lee,Sara Lee Artesano Bakery Bread,Bakery,09700336,4.49,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.2245,0.0
1410004990,1410004990,Pepperidge Farm,Pepperidge Farm Thin Sliced Whole Wheat Whole Grain Bread,Bakery,09700336,4.99,0.0,Unknown,22 oz,UNIT,2025-02-25,Bread,22.0,oz,0.22681818181818184,0.0
7225001739,7225001739,White Wheat,Nature's Own Roundtop Whitewheat Bread,Bakery,09700336,3.79,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1895,0.0
7225003706,7225003706,Nature's Own,Nature's Own® Honey Wheat Sliced Bread,Bakery,09700336,4.29,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.2145,0.0
7294561297,7294561297,Sara Lee,Sara Lee Delightful White made with Whole Grain Keto Friendly Bread,Bakery,09700336,4.09,0.0,Unknown,15 oz,UNIT,2025-02-25,Bread,15.0,oz,0.27266666666666667,0.0
7225004919,7225004919,Nature's Own,Nature's Own Butterbread Bread,Bakery,09700336,3.99,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1995,0.0
85358400228,85358400228,Canyon Bakehouse,Canyon Bakehouse Gluten Free Country White Whole Grain Bread,"Natural & Organic, Bakery",09700336,7.49,0.0,Unknown,15 oz,UNIT,2025-02-25,Bread,15.0,oz,0.49933333333333335,0.0
85358400229,85358400229,Canyon Bakehouse,Canyon Bakehouse Gluten Free Ancient Grain Whole Wheat Bread,"Bakery, Natural & Organic",09700336,7.49,0.0,Unknown,15 oz,UNIT,2025-02-25,Bread,15.0,oz,0.49933333333333335,0.0
7341001375,7341001375,Arnold,Arnold Whole Grains 100% Whole Wheat Sandwich Bread (Packaging May Vary),Bakery,09700336,5.29,0.0,Unknown,24 oz,UNIT,2025-02-25,Bread,24.0,oz,0.22041666666666668,0.0
1410004989,1410004989,Pepperidge Farm,"Pepperidge Farm Farmhouse Sweet Hawaiian Bread, 22 Oz Loaf",Bakery,09700336,4.99,0.0,Unknown,22 oz,UNIT,2025-02-25,Bread,22.0,oz,0.22681818181818184,0.0
7313203113,7313203113,The Rustik Oven,The Rustik Oven Hearty Grains & Seeds Bread,"Bakery, Natural & Organic",09700336,4.99,0.0,Unknown,16 oz,UNIT,2025-02-25,Bread,16.0,oz,0.311875,0.0
1376402728,1376402728,Dave's Killer Bread,Dave's Killer Organic Powerseed Bread,"Natural & Organic, Bakery",09700336,6.59,0.0,Unknown,25 oz,UNIT,2025-02-25,Bread,25.0,oz,0.2636,0.0
7101020002,7101020002,Schmidt,Schmidt Italian Enriched Bread,Bakery,09700336,3.89,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1945,0.0
7294561103,7294561103,Sara Lee,Sara Lee 100% Whole Wheat Sandwich Bread,Bakery,09700336,4.09,0.0,Unknown,16 oz,UNIT,2025-02-25,Bread,16.0,oz,0.255625,0.0
7294560136,7294560136,Sara Lee,Sara Lee Honey Wheat Sandwich Bread,Bakery,09700336,4.49,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.2245,0.0
7294560133,7294560133,Sara Lee,Sara Lee Classic White Bread,Bakery,09700336,3.69,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1845,0.0
7294560134,7294560134,Sara Lee,Sara Lee 100% Whole Wheat Sandwich Bread,Bakery,09700336,4.49,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.2245,0.0
7294561190,7294561190,Sara Lee,Sara Lee Butter Sandwich Bread,Bakery,09700336,3.79,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1895,0.0
7294571588,7294571588,Sara Lee,Sara Lee Delightful Healthy Multi-Grain Bread,Bakery,09700336,4.69,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.23450000000000001,0.0
7341001385,7341001385,Arnold,Arnold Whole Grains Healthy Multi-Grain Sliced Bread,Bakery,09700336,5.29,0.0,Unknown,1 lb,UNIT,2025-02-25,Bread,1.0,lb,5.29,0.0
1111060933,1111060933,Kroger,Kroger® Grade A Large White Eggs,"Breakfast, Dairy",01600812,2.49,0.0,HIGH,18 ct,UNIT,2025-02-25,Egg,18.0,ct,0.13833333333333334,0.0
1111089310,1111089310,Simple Truth,Simple Truth™ Natural Cage Free Grade A Large Brown Eggs,"Natural & Organic, Dairy",01600812,4.99,0.0,HIGH,18 ct,UNIT,2025-02-25,Egg,18.0,ct,0.27722222222222226,0.0
1111008263,1111008263,Simple Truth Organic,Simple Truth Organic™ Plant Based Egg Replacer,"Dairy, Natural & Organic",01600812,0.0,0.0,HIGH,8.5 oz,Unknown,2025-02-25,Egg,8.5,oz,0.0,0.0
1111087374,1111087374,Simple Truth,Simple Truth™ Natural Cage Free Grade AA Large Brown Eggs,"Breakfast, Dairy",01600812,0.0,0.0,HIGH,18 ct,Unknown,2025-02-25,Egg,18.0,ct,0.0,0.0
7590097122,7590097122,Bob Evans,Bob Evans Liquid Egg Whites,Dairy,01600812,0.0,0.0,HIGH,32 oz,Unknown,2025-02-25,Egg,32.0,oz,0.0,0.0
1111079769,1111079769,Simple Truth,Simple Truth™ Natural Cage Free Grain Fed Grade AA Large Brown Eggs,"Breakfast, Dairy",01600812,0.0,0.0,HIGH,12 ct,Unknown,2025-02-25,Egg,12.0,ct,0.0,0.0
1111060905,1111060905,Kroger,Kroger® Grade A Jumbo Eggs 12 Count,"Dairy, Breakfast",01600812,0.0,0.0,HIGH,12 ct,Unknown,2025-02-25,Egg,12.0,ct,0.0,0.0
1111060903,1111060903,Kroger,Kroger® Grade A Large Eggs,"Dairy, Breakfast",01600812,1.69,0.0,HIGH,12 ct,UNIT,2025-02-25,Egg,12.0,ct,0.14083333333333334,0.0
1111079772,1111079772,Simple Truth Organic,Simple Truth Organic™ Cage Free Grade A Large Brown Eggs,"Natural & Organic, Dairy",01600812,4.49,0.0,HIGH,12 ct,UNIT,2025-02-25,Egg,12.0,ct,0.3741666666666667,0.0
1111060914,1111060914,Kroger,Kroger® Grade A Large Eggs,"Dairy, Breakfast",01600812,8.29,0.0,HIGH,60 ct,UNIT,2025-02-25,Egg,60.0,ct,0.13816666666666666,0.0
1111079770,1111079770,Simple Truth,Simple Truth™ Natural Cage Free Grade A Large Brown Eggs,"Breakfast, Dairy",01600812,3.49,0.0,HIGH,12 ct,UNIT,2025-02-25,Egg,12.0,ct,0.29083333333333333,0.0
1111008750,1111008750,Kroger,Kroger® Hard Cooked Peeled Eggs 6 Count,Dairy,01600812,0.0,0.0,HIGH,6 ct,Unknown,2025-02-25,Egg,6.0,ct,0.0,0.0
1111087023,1111087023,Simple Truth,Simple Truth™ Natural Cage Free Medium Brown Eggs,"Natural & Organic, Dairy",01600812,0.0,0.0,HIGH,12 ct,Unknown,2025-02-25,Egg,12.0,ct,0.0,0.0
1111010173,1111010173,Kroger,Kroger® Split Top Buttercrust Wheat Bread,"Dairy, Natural & Organic, Dairy",01600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
1111047602,1111047602,Kroger,Kroger® Egg Nog,Dairy,01600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,0.5 gal,Unknown,2025-02-25,Egg,0.5,gal,0.0,0.0
7131404972,7131404972,Perfection Bakeries,Perfection Bakeries Live Carb Smart White Bread,Bakery,01600812,0.0,0.0,HIGH,14 oz,Unknown,2025-02-25,Bread,14.0,oz,0.0,0.0
7294576606,7294576606,Sara Lee,Sara Lee Artesano Hawaiian Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
7225091662,7225091662,Nature's Own,Nature's Own Sweet Hawaiian Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
7225002074,7225002074,Nature's Own,Nature's Own Perfectly Crafted White Bread,Bakery,01600812,0.0,0.0,HIGH,22 oz,Unknown,2025-02-25,Bread,22.0,oz,0.0,0.0
7225003712,7225003712,Nature's Own,Nature's Own 100% Whole Wheat Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
7294561284,7294561284,Sara Lee,Sara Lee Artesano Brioche Bakery Bread,Bakery,01600812,3.79,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1895,0.0
1111008415,1111008415,Private Selection,Private Selection® White Bread Rustic Wide Pan,Bakery,01600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25,Bread,24.0,oz,0.0,0.0
7294561241,7294561241,Sara Lee,Sara Lee Artesano Bakery Bread,Bakery,01600812,4.79,3.99,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.2395,0.1995
7131900014,7131900014,Schwebel's,Schwebel's Giant White Bread,Bakery,01600812,2.79,0.0,Unknown,22 oz,UNIT,2025-02-25,Bread,22.0,oz,0.12681818181818183,0.0
7225003706,7225003706,Nature's Own,Nature's Own® Honey Wheat Sliced Bread,Bakery,01600812,3.99,3.49,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1995,0.17450000000000002
7225004919,7225004919,Nature's Own,Nature's Own Butterbread Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
7131900025,7131900025,Schwebel's,Schwebel's 'Taliano Sliced Italian Bread,Bakery,01600812,0.0,0.0,HIGH,18 oz,Unknown,2025-02-25,Bread,18.0,oz,0.0,0.0
7294561250,7294561250,Sara Lee,Sara Lee Artesano Golden Wheat Bakery Bread,Bakery,01600812,3.79,0.0,HIGH,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1895,0.0
7294560136,7294560136,Sara Lee,Sara Lee Honey Wheat Sandwich Bread,Bakery,01600812,4.49,0.0,HIGH,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.2245,0.0
7130104737,7130104737,Sunbeam,Sunbeam Giant White Bread,Bakery,01600812,2.49,0.0,Unknown,24 oz,UNIT,2025-02-25,Bread,24.0,oz,0.10375000000000001,0.0
7294561190,7294561190,Sara Lee,Sara Lee Butter Sandwich Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
1111013211,1111013211,Private Selection,Private Selection® 12 Grain Wide Pan Bread,Bakery,01600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25,Bread,24.0,oz,0.0,0.0
7131410328,7131410328,Aunt Millie's,Aunt Millie's Seeded Italian Bread,Bakery,01600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,22 oz,Unknown,2025-02-25,Bread,22.0,oz,0.0,0.0
7131404970,7131404970,Perfection Bakeries,Perfection Bakeries Live Carb Smart Wheat Bread,Bakery,01600812,0.0,0.0,HIGH,14 oz,Unknown,2025-02-25,Bread,14.0,oz,0.0,0.0
7131404971,7131404971,Perfection Bakeries,Perfection Bakeries Live Carb Smart Seeds Bread,Bakery,01600812,0.0,0.0,HIGH,14 oz,Unknown,2025-02-25,Bread,14.0,oz,0.0,0.0
7341001355,7341001355,Arnold,Arnold Whole Grains Oatnut Sandwich Bread (Packaging May Vary),Bakery,01600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25,Bread,24.0,oz,0.0,0.0
7225002075,7225002075,Nature's Own,Nature's Own Perfectly Crafted Multigrain Bread,Bakery,01600812,0.0,0.0,HIGH,22 oz,Unknown,2025-02-25,Bread,22.0,oz,0.0,0.0
7131400185,7131400185,Aunt Millie's,Aunt Millie's Healthy Goodness Light Whole Grain Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
1410004990,1410004990,Pepperidge Farm,Pepperidge Farm Thin Sliced Whole Wheat Whole Grain Bread,Bakery,01600812,0.0,0.0,HIGH,22 oz,Unknown,2025-02-25,Bread,22.0,oz,0.0,0.0
7131900030,7131900030,Schwebel's,Schwebel's Sweet Harvest Wheat Bread,Bakery,01600812,2.79,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.1395,0.0
7341001375,7341001375,Arnold,Arnold Whole Grains 100% Whole Wheat Sandwich Bread (Packaging May Vary),Bakery,01600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25,Bread,24.0,oz,0.0,0.0
7313203113,7313203113,The Rustik Oven,The Rustik Oven Hearty Grains & Seeds Bread,"Bakery, Natural & Organic",01600812,0.0,0.0,HIGH,16 oz,Unknown,2025-02-25,Bread,16.0,oz,0.0,0.0
7294571588,7294571588,Sara Lee,Sara Lee Delightful Healthy Multi-Grain Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
7294571589,7294571589,Sara Lee,Sara Lee Delightful Honey Whole Wheat Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
1111000197,1111000197,Private Selection,Private Selection® 100% Whole Wheat Sliced Wide Pan Bread,Bakery,01600812,3.49,2.99,Unknown,24 oz,UNIT,2025-02-25,Bread,24.0,oz,0.14541666666666667,0.12458333333333334
1111000908,1111000908,Simple Truth Organic,Simple Truth Organic™ White Bread,"Bakery, Natural & Organic",01600812,0.0,0.0,HIGH,26 oz,Unknown,2025-02-25,Bread,26.0,oz,0.0,0.0
4157322506,4157322506,Bakery Fresh Goodness,Bakery Fresh Goodness Artisan French Bread,Bakery,01600812,2.49,2.0,Unknown,16 oz,UNIT,2025-02-25,Bread,16.0,oz,0.155625,0.125
7341000026,7341000026,Arnold,Arnold Whole Grains 12 Grains Sandwich Bread (Packaging May Vary),Bakery,01600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25,Bread,24.0,oz,0.0,0.0
7452400200,7452400200,Old World Bakery,Old World Bakery Whole Wheat Pita Bread,Bakery,01600812,3.49,0.0,Unknown,12 oz,UNIT,2025-02-25,Bread,12.0,oz,0.29083333333333333,0.0
1111019013,1111019013,Unknown,Italian Bread,Bakery,01600812,2.49,2.0,Unknown,16 oz,UNIT,2025-02-25,Bread,16.0,oz,0.155625,0.125
7102561719,7102561719,D'Italiano,D'Italiano Reduced Calorie Italian Bread,Bakery,01600812,0.0,0.0,HIGH,16 oz,Unknown,2025-02-25,Bread,16.0,oz,0.0,0.0
7102561716,7102561716,D'Italiano,D'Italiano Italian Bread,Bakery,01600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25,Bread,20.0,oz,0.0,0.0
1410004991,1410004991,Pepperidge Farm,Pepperidge Farm Whole Grain Thin Sliced 15 Grain Bread,Bakery,01600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,22 oz,Unknown,2025-02-25,Bread,22.0,oz,0.0,0.0
3967707112,3967707112,California Goldminer,California Goldminer® Sourdough Square Bread,Bakery,01600812,5.49,3.99,Unknown,24 oz,UNIT,2025-02-25,Bread,24.0,oz,0.22875,0.16625
7882110028,7882110028,Nickles,Nickles Italian Bread,Bakery,01600812,2.49,0.0,Unknown,20 oz,UNIT,2025-02-25,Bread,20.0,oz,0.12450000000000001,0.0
7313203112,7313203112,The Rustik Oven,The Rustik Oven Artisan Style Italian Bread,Bakery,01600812,0.0,0.0,HIGH,16 oz,Unknown,2025-02-25,Bread,16.0,oz,0.0,0.0
1376402824,1376402824,Dave's Killer Bread,Dave's Killer Bread Burger Buns Done Right Organic Burger Buns 8 Count,"Natural & Organic, Bakery",01600812,0.0,0.0,HIGH,17.6 oz,Unknown,2025-02-25,Bread,17.6,oz,0.0,0.0
9396681121,9396681121,Organic Valley,Organic Valley Free Range Grade A Large Brown Eggs,"Dairy, Natural & Organic",09700327,3.99,0.0,Unknown,6 ct,UNIT,2025-02-26,Egg,6.0,ct,0.665,0.0
3822206200,3822206200,The Country Hen,The Country Hen Organic Large Grade A Brown Eggs,"Breakfast, Dairy",09700327,5.29,0.0,Unknown,6 ct,UNIT,2025-02-26,Egg,6.0,ct,0.8816666666666667,0.0
81565200418,81565200418,Nellie's,Nellie's Free Range Eggs Large,"Breakfast, Dairy",09700327,6.29,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.5241666666666667,0.0
1111008263,1111008263,Simple Truth Organic,Simple Truth Organic™ Plant Based Egg Replacer,"Dairy, Natural & Organic",09700327,4.99,0.0,HIGH,8.5 oz,UNIT,2025-02-26,Egg,8.5,oz,0.5870588235294117,0.0
88742200000,88742200000,Happy Egg Co.,Happy Egg Co. Free Range Large Brown Eggs,"Natural & Organic, Dairy",09700327,5.99,0.0,HIGH,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.4991666666666667,0.0
71514172928,71514172928,Eggland's Best,Eggland's Best Grade A Extra Large Eggs,"Breakfast, Dairy",09700327,5.29,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.44083333333333335,0.0
7590097122,7590097122,Bob Evans,Bob Evans Liquid Egg Whites,Dairy,09700327,6.99,0.0,Unknown,32 oz,UNIT,2025-02-26,Egg,32.0,oz,0.2184375,0.0
73692100037,73692100037,Nest Fresh,Nest Fresh Non-GMO Free Range Brown Eggs,"Dairy, Breakfast",09700327,5.69,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.4741666666666667,0.0
71514150349,71514150349,Eggland's Best,Eggland's Best Grade A Large Eggs,"Breakfast, Dairy",09700327,4.99,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.41583333333333333,0.0
71514171682,71514171682,Eggland's Best,Eggland's Best Organic Cage Free Grade A Large Brown Eggs,"Natural & Organic, Breakfast, Dairy",09700327,5.99,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.4991666666666667,0.0
7203663217,7203663217,Harris Teeter,Harris Teeter Large White Eggs,Dairy,09700327,2.99,0.0,Unknown,18 ct,UNIT,2025-02-26,Egg,18.0,ct,0.16611111111111113,0.0
71514111356,71514111356,Eggland's Best,Eggland's Best Grade A Extra Large Eggs,"Dairy, Breakfast",09700327,7.29,0.0,Unknown,18 ct,UNIT,2025-02-26,Egg,18.0,ct,0.405,0.0
86174500001,86174500001,Vital Farms,Vital Farms Pasture-Raised Grade A Large Eggs,"Natural & Organic, Dairy",09700327,7.99,0.0,HIGH,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.6658333333333334,0.0
71514111357,71514111357,Eggland's Best,Eggland's Best Large White Eggs,"Breakfast, Dairy",09700327,6.99,0.0,Unknown,18 ct,UNIT,2025-02-26,Egg,18.0,ct,0.38833333333333336,0.0
86174500002,86174500002,Vital Farms,Vital Farms® Pasture-Raised Large Brown Organic Eggs,"Natural & Organic, Dairy",09700327,8.49,0.0,LOW,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.7075,0.0
81565200214,81565200214,Pete and Gerrys,Pete and Gerry's Organic Free Range Large Eggs,"Natural & Organic, Dairy",09700327,7.29,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.6075,0.0
1111079772,1111079772,Simple Truth Organic,Simple Truth Organic™ Cage Free Grade A Large Brown Eggs,"Natural & Organic, Dairy",09700327,4.99,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.41583333333333333,0.0
86231500024,86231500024,Vital Farms,Vital Farms Pasture-Raised Large Eggs,Dairy,09700327,0.0,0.0,HIGH,18 ct,Unknown,2025-02-26,Egg,18.0,ct,0.0,0.0
7590033333,7590033333,Bob Evans,Bob Evans Liquid Egg Whites,Dairy,09700327,3.49,0.0,Unknown,16 oz,UNIT,2025-02-26,Egg,16.0,oz,0.218125,0.0
71514151464,71514151464,Eggland's Best,Eggland's Best Cage Free Grade A Large Brown Eggs,"Breakfast, Dairy",09700327,5.49,0.0,Unknown,12 ct,UNIT,2025-02-26,Egg,12.0,ct,0.4575,0.0
7518500501,7518500501,Martin's,Martin's 100% Whole Wheat Potato Bread,Bakery,09700327,3.99,0.0,Unknown,20 oz,UNIT,2025-02-26,Bread,20.0,oz,0.1995,0.0
7518500700,7518500700,Martin's,Martin's Sandwich Potato Bread,Bakery,09700327,3.99,0.0,Unknown,18 oz,UNIT,2025-02-26,Bread,18.0,oz,0.22166666666666668,0.0
7341000026,7341000026,Arnold,Arnold Whole Grains 12 Grains Sandwich Bread (Packaging May Vary),Bakery,09700327,5.29,0.0,Unknown,24 oz,UNIT,2025-02-26,Bread,24.0,oz,0.22041666666666668,0.0
7341001355,7341001355,Arnold,Arnold Whole Grains Oatnut Sandwich Bread (Packaging May Vary),Bakery,09700327,5.29,0.0,Unknown,24 oz,UNIT,2025-02-26,Bread,24.0,oz,0.22041666666666668,0.0
